Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt,
10/18/2019 10:24:26 AM,58,PAU,44:22:19.349,00:01:30.002,2,1,A123_2p5Ah_ageing_90k_case,3.2756,0.0000,23.8324,-1.2233,-3.9832,20.0000,
10/18/2019 10:24:36 AM,58,PAU,44:22:29.351,00:01:40.004,2,1,A123_2p5Ah_ageing_90k_case,3.2764,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:24:46 AM,58,PAU,44:22:39.352,00:01:50.005,2,1,A123_2p5Ah_ageing_90k_case,3.2771,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:24:56 AM,58,PAU,44:22:49.357,00:02:00.010,2,1,A123_2p5Ah_ageing_90k_case,3.2776,0.0000,23.8324,-1.2233,-3.9832,20.0000,
10/18/2019 10:25:06 AM,58,PAU,44:22:59.346,00:02:09.999,2,1,A123_2p5Ah_ageing_90k_case,3.2781,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:25:16 AM,58,PAU,44:23:09.349,00:02:20.002,2,1,A123_2p5Ah_ageing_90k_case,3.2786,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:25:26 AM,58,PAU,44:23:19.348,00:02:30.001,2,1,A123_2p5Ah_ageing_90k_case,3.2790,0.0000,23.6187,-1.2233,-3.9832,20.0000,
10/18/2019 10:25:36 AM,58,PAU,44:23:29.351,00:02:40.004,2,1,A123_2p5Ah_ageing_90k_case,3.2795,0.0000,23.6187,-1.2233,-3.9832,20.0000,
10/18/2019 10:25:46 AM,58,PAU,44:23:39.355,00:02:50.008,2,1,A123_2p5Ah_ageing_90k_case,3.2798,0.0000,23.6187,-1.2233,-3.9832,20.0000,
10/18/2019 10:25:56 AM,58,PAU,44:23:49.357,00:03:00.010,2,1,A123_2p5Ah_ageing_90k_case,3.2802,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:26:06 AM,58,PAU,44:23:59.354,00:03:10.007,2,1,A123_2p5Ah_ageing_90k_case,3.2803,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:26:16 AM,58,PAU,44:24:09.347,00:03:20.000,2,1,A123_2p5Ah_ageing_90k_case,3.2807,0.0000,23.6187,-1.2233,-3.9832,20.0000,
10/18/2019 10:26:26 AM,58,PAU,44:24:19.350,00:03:30.003,2,1,A123_2p5Ah_ageing_90k_case,3.2810,0.0000,23.6187,-1.2233,-3.9832,20.0000,
10/18/2019 10:26:36 AM,58,PAU,44:24:29.355,00:03:40.008,2,1,A123_2p5Ah_ageing_90k_case,3.2812,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:26:46 AM,58,PAU,44:24:39.353,00:03:50.006,2,1,A123_2p5Ah_ageing_90k_case,3.2813,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:26:56 AM,58,PAU,44:24:49.359,00:04:00.012,2,1,A123_2p5Ah_ageing_90k_case,3.2817,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:27:06 AM,58,PAU,44:24:59.346,00:04:09.999,2,1,A123_2p5Ah_ageing_90k_case,3.2818,0.0000,23.6187,-1.2233,-3.9832,20.0000,
10/18/2019 10:27:16 AM,58,PAU,44:25:09.349,00:04:20.002,2,1,A123_2p5Ah_ageing_90k_case,3.2820,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:27:26 AM,58,PAU,44:25:19.363,00:04:30.016,2,1,A123_2p5Ah_ageing_90k_case,3.2822,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:27:36 AM,58,PAU,44:25:29.356,00:04:40.009,2,1,A123_2p5Ah_ageing_90k_case,3.2823,0.0000,23.6187,-1.2233,-3.9832,20.0000,
10/18/2019 10:27:46 AM,58,PAU,44:25:39.348,00:04:50.001,2,1,A123_2p5Ah_ageing_90k_case,3.2825,0.0000,23.5118,-1.2233,-3.9832,20.0000,
10/18/2019 10:27:56 AM,58,PAU,44:25:49.353,00:05:00.006,2,1,A123_2p5Ah_ageing_90k_case,3.2827,0.0000,23.7255,-1.2233,-3.9832,20.0000,
10/18/2019 10:27:56 AM,58,PAU,44:25:49.353,00:05:00.006,2,1,A123_2p5Ah_ageing_90k_case,3.2827,0.0000,23.7255,-1.2233,-3.9832,20.0000,
